127.0.0.1 - - [29/Oct/2015:09:14:58 +0800] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [29/Oct/2015:09:19:57 +0800] "GET /bpms/login.jsp HTTP/1.1" 200 4908
127.0.0.1 - - [29/Oct/2015:09:19:57 +0800] "GET /bpms/js/xheditor/jquery-1.8.0.min.js HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:57 +0800] "GET /bpms/js/jquery.cookie.js HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:57 +0800] "GET /bpms/css/zice.style.css HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:57 +0800] "GET /bpms/css/icon.css HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:57 +0800] "GET /bpms/css/tipsy.css HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:57 +0800] "GET /bpms/css/buttons.css HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:57 +0800] "GET /bpms/js/iphone.check.js HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:57 +0800] "GET /bpms/js/jquery.tipsy.js HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:57 +0800] "GET /bpms/js/jquery-jrumble.js HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:57 +0800] "GET /bpms/js/login.js HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:57 +0800] "GET /bpms/extend/loader_green.gif HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:57 +0800] "GET /bpms/js/jquery.md5.js HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:57 +0800] "GET /bpms/extend/toplogo-jeecg.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:57 +0800] "GET /bpms/extend/pass_.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:57 +0800] "GET /bpms/extend/user_.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:57 +0800] "GET /bpms/extend/typelogin.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:57 +0800] "GET /bpms/extend/pick_bg.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:57 +0800] "GET /bpms/extend/top_bgrepeat.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:58 +0800] "GET /bpms/extend/slider_center.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:58 +0800] "GET /bpms/extend/slider_left.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:58 +0800] "GET /bpms/extend/slider_right.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:58 +0800] "GET /bpms/extend/on.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:58 +0800] "GET /bpms/extend/off.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:58 +0800] "GET /bpms/extend/shadowForm.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:58 +0800] "GET /bpms/extend/code.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:19:58 +0800] "GET /bpms/Kaptcha.jpg HTTP/1.1" 200 1468
127.0.0.1 - - [29/Oct/2015:09:20:35 +0800] "POST /bpms/systemAction!load.action HTTP/1.1" 200 38
127.0.0.1 - - [29/Oct/2015:09:20:36 +0800] "GET /bpms/index.jsp HTTP/1.1" 200 12888
127.0.0.1 - - [29/Oct/2015:09:20:36 +0800] "GET /bpms/js/common.js HTTP/1.1" 304 -
127.0.0.1 - - [29/Oct/2015:09:20:36 +0800] "POST /bpms/layout/north.jsp HTTP/1.1" 200 4732
127.0.0.1 - - [29/Oct/2015:09:20:36 +0800] "POST /bpms/layout/south.jsp HTTP/1.1" 200 128
127.0.0.1 - - [29/Oct/2015:09:20:36 +0800] "POST /bpms/layout/center.jsp HTTP/1.1" 200 6341
127.0.0.1 - - [29/Oct/2015:09:20:37 +0800] "GET /bpms/systemAction!findAllFunctionList.action HTTP/1.1" 200 682
127.0.0.1 - - [29/Oct/2015:09:20:37 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=attachment_type HTTP/1.1" 200 895
127.0.0.1 - - [29/Oct/2015:09:20:37 +0800] "GET /bpms/layout/portal.jsp HTTP/1.1" 200 9656
